anime_id,title,title_english,episodes,rating,score,scored_by,rank,popularity,members,genre,duration_min,aired_from_year
7664,Nils no Fushigi na Tabi (Movie),The Wonderful Adventures of Nils Movie,1,G - All Ages,6.57,219,5340,9349,551,"Kids, Adventure, Fantasy",82,1981
7666,Dr. Slump Movie 01: Arale-chan Hello! Fushigi Shima,Dr. Slump and Arale-chan: Hello! Wonder Island,1,PG-13 - Teens 13 or older,6.55,504,5402,7911,1205,"Comedy, Sci-Fi, Shounen",25,1981
7667,Dr. Slump Movie 03: Arale-chan Hoyoyo! Sekai Isshuu Dai Race,"Dr. Slump and Arale-chan: Hoyoyo, Great Round-the-World Race",1,PG-13 - Teens 13 or older,6.37,222,6114,8815,748,"Comedy, Sci-Fi, Shounen",52,1983
7669,"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi",,1,PG-13 - Teens 13 or older,7,8678,3550,2978,15973,"Comedy, Fantasy, School",15,2009
7674,Bakuman.,Bakuman.,25,PG-13 - Teens 13 or older,8.32,167429,216,172,332666,"Comedy, Drama, Romance, Shounen",24,2010
7695,Pokemon Diamond & Pearl: Genei no Hasha Zoroark,Pokemon: Zoroark: Master of Illusions,1,PG - Children,7.07,19490,3314,2009,32642,"Action, Adventure, Fantasy, Kids",96,2010
7705,Starry☆Sky,,26,PG-13 - Teens 13 or older,6.26,12293,6558,1732,41692,"Harem, School, Shoujo",11,2010
7708,Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,,4,Rx - Hentai,6.67,1968,,4579,5862,Hentai,30,2010
7711,Karigurashi no Arrietty,The Secret World of Arrietty,1,G - All Ages,8.06,85134,476,613,136244,Fantasy,94,2010
7712,Kansen 2: Inzai Toshi,,2,Rx - Hentai,6.54,1297,,5614,3515,Hentai,30,2010
7720,Ookiku Furikabutte: Natsu no Taikai-hen,Big Windup! 2,13,PG-13 - Teens 13 or older,8.14,14343,385,2242,27223,"Comedy, Sports",24,2010
7723,Hipira-kun,,10,PG - Children,6.24,978,6621,6642,2208,"Comedy, Fantasy, Kids, Supernatural, Vampire",5,2009
7724,Shiki,Shiki,22,R - 17+ (violence & profanity),7.91,149302,687,176,327807,"Mystery, Horror, Supernatural, Thriller, Vampire",22,2010
7728,Hellsing: Psalm of Darkness,,1,R - 17+ (violence & profanity),7.12,6644,3123,2737,18981,"Action, Supernatural, Vampire, Seinen",3,2000
7739,11eyes: Momoiro Genmutan,,1,R+ - Mild Nudity,6.19,19021,6770,2037,32025,"Ecchi, Comedy, Super Power, Supernatural",23,2010
7740,Queen&#039;s Blade: Gyokuza wo Tsugu Mono Specials,Queen&#039;s Blade: Inheritor of the Throne Specials,6,R+ - Mild Nudity,6.27,3530,6525,3887,8757,"Action, Adventure, Ecchi, Fantasy",3,2009
7748,Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,,1,Rx - Hentai,7.36,15196,,2061,31363,"Hentai, School, Yuri",22,2010
7759,Saki Picture Drama,,7,PG-13 - Teens 13 or older,6.33,1072,6278,5848,3152,"Comedy, Slice of Life",8,2009
7761,Masuda Kousuke Gekijou Gag Manga Biyori +,,12,PG-13 - Teens 13 or older,7.27,387,2532,7501,1463,Comedy,5,2010
7762,"Yondemasu yo, Azazel-san.",,4,R+ - Mild Nudity,7.69,9728,1141,2485,22869,"Comedy, Demons, Supernatural",21,2010
7768,Tantei Opera Milky Holmes,,12,PG-13 - Teens 13 or older,7,12635,3581,1983,33416,"Comedy, Super Power, Mystery",24,2010
7769,Ookami-san to Shichinin no Nakama-tachi,Okami-San and Her Seven Companions,12,PG-13 - Teens 13 or older,7.33,90736,2317,422,183198,"Comedy, Parody, Romance",24,2010
7770,Yutori-chan,,25,G - All Ages,6.19,1315,6816,5271,4088,"Slice of Life, Comedy",4,2009
7774,Shin Koihime†Musou OVA,,1,R+ - Mild Nudity,6.81,2472,4294,4510,6065,"Comedy, Ecchi, Fantasy",25,2010
7782,Kämpfer Picture Drama,,1,PG-13 - Teens 13 or older,5.49,5765,8381,3470,11453,Comedy,11,2009
7785,Yojouhan Shinwa Taikei,The Tatami Galaxy,11,R - 17+ (violence & profanity),8.65,60508,61,421,183571,"Mystery, Comedy, Psychological, Romance",23,2010
7786,Arabian Nights: Sindbad no Bouken,Arabian Nights: Sinbad&#039;s Adventures,1,PG-13 - Teens 13 or older,5.74,242,7908,8780,760,"Action, Adventure, Fantasy",81,1962
7791,K-On!!,K-ON! Season 2,26,PG-13 - Teens 13 or older,8.14,178001,383,183,322621,"Comedy, Music, School, Slice of Life",24,2010
7793,Ring ni Kakero 1: Kage Dou-hen,,6,PG-13 - Teens 13 or older,6.81,216,4291,8417,930,"Action, Shounen, Sports",21,2010
7816,Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,Dr. Slump and Arale-chan: N-cha! Clear Skies Over Penguin Village,1,PG-13 - Teens 13 or older,6.32,212,6301,8875,720,"Comedy, Sci-Fi, Shounen",42,1993
7817,B-gata H-kei,Yamada&#039;s First Time: B Gata H Kei,12,R+ - Mild Nudity,7.1,142827,3193,285,244791,"Comedy, Romance, Ecchi, School, Seinen",24,2010
7818,Yousei Ou,Fairy King,1,R+ - Mild Nudity,5.68,163,8053,8907,712,"Fantasy, Shoujo",60,1988
7858,Sora no Otoshimono: Project Pink,Heaven&#039;s Lost Property OVA,1,PG-13 - Teens 13 or older,7.57,43680,1446,1103,75046,"Sci-Fi, Harem, Comedy, Supernatural, Ecchi, Shounen",24,2010
7867,Gon,,50,G - All Ages,6.01,162,7330,8171,1057,"Action, Adventure, Kids",23,2012
7876,Oz no Mahoutsukai,The Wizard of Oz,1,G - All Ages,6.09,172,7120,9698,453,"Adventure, Kids, Fantasy",72,1982
7897,Issho ni Sleeping: Sleeping with Hinako,,1,PG-13 - Teens 13 or older,4.5,7321,9365,3313,12948,Ecchi,49,2010
7902,Fullmetal Alchemist: Brotherhood - 4-Koma Theater,Fullmetal Alchemist: Brotherhood: 4-Koma Theater,16,PG-13 - Teens 13 or older,7.64,17474,1240,1829,38346,"Parody, Fantasy, Comedy, Military",2,2009
7904,Kemono no Souja Erin Recap,,10,G - All Ages,7.03,315,3459,7209,1695,"Adventure, Slice of Life, Historical, Drama, Fantasy",20,2010
7915,Otaku no Seiza,,2,R+ - Mild Nudity,5.68,158,8046,9388,538,"Comedy, Parody",24,1994
7969,Rin x Sen: Hakudaku Onna Kyoushi to Yaroudomo,,2,Rx - Hentai,6.7,1995,,4774,5307,Hentai,30,2010
7972,Chi&#039;s Sweet Home OVA,,1,G - All Ages,7.46,2500,1759,4693,5524,"Comedy, Kids, Slice of Life",13,2010
8017,Soukou Kihei Votoms: Gen-ei Hen,Armored Trooper Votoms: Phantom Arc,6,PG-13 - Teens 13 or older,6.92,736,3857,7145,1746,"Action, Drama, Mecha, Military, Sci-Fi",24,2010
8022,Tegamibachi Gakuen,Letter Bee Academy,25,PG-13 - Teens 13 or older,7.42,1911,1953,4119,7644,Comedy,3,2010
8023,Toaru Kagaku no Railgun: Motto Marutto Railgun,,2,PG-13 - Teens 13 or older,6.94,14624,3800,2105,30113,Comedy,8,2010
8026,Super Street Fighter IV,,1,PG-13 - Teens 13 or older,6.44,2848,5856,4834,5124,"Action, Adventure, Shounen",35,2010
8038,Nodame Cantabile Finale Special,,1,PG-13 - Teens 13 or older,7.91,15369,684,2167,28736,"Comedy, Josei, Music, Romance",25,2010
8039,Oppai no Ouja 48,,2,Rx - Hentai,7.1,1998,,4800,5230,Hentai,30,2010
8041,Sennin Buraku,Hermit Village,23,PG-13 - Teens 13 or older,6.08,39,12004,10192,345,"Comedy, Ecchi",15,1963
8057,Shin Koihime†Musou: Otome Tairan,,12,R+ - Mild Nudity,7.14,6265,3055,3041,15247,"Adventure, Comedy, Ecchi, Fantasy, Historical",25,2010
8062,Mai-HiME: Kuro no Mai/Saigo no Bansan,,1,PG-13 - Teens 13 or older,6.83,1937,4197,5042,4595,Comedy,4,2010
8063,Sekaiichi Hatsukoi OVA,,2,PG-13 - Teens 13 or older,8.14,24113,387,1675,43938,"Comedy, Drama, Romance, Shounen Ai",21,2011
8065,Karakuri Kengou Den Musashi Lord,"Musashi, the Samurai Lord",50,PG - Children,6.09,43,10774,10567,282,"Action, Adventure, Mecha",30,1990
8068,Kuroshitsuji Picture Drama,,1,PG-13 - Teens 13 or older,7.32,5026,2341,3049,15205,"Demons, Supernatural",17,2010
8074,Highschool of the Dead,High School of the Dead,12,R+ - Mild Nudity,7.36,479492,2184,32,737052,"Action, Horror, Supernatural, Ecchi, Shounen",24,2010
8078,Kure-nai OVA,,2,PG-13 - Teens 13 or older,6.88,5523,4000,3550,10905,"Action, Comedy",29,2010
8079,Tamala 2010: A Punk Cat in Space OVA,,2,G - All Ages,6.13,158,7012,8935,696,"Dementia, Sci-Fi",17,2007
8086,Densetsu no Yuusha no Densetsu,The Legend of the Legendary Heroes,24,R - 17+ (violence & profanity),7.76,85752,964,448,177912,"Action, Adventure, Magic, Fantasy, Shounen",24,2010
8097,Lupin III: The Last Job,Lupin III: The Last Job,1,PG-13 - Teens 13 or older,7.08,1437,3236,5552,3614,"Action, Adventure, Comedy, Seinen",92,2010
8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,,1,PG-13 - Teens 13 or older,7.44,3689,1871,3693,9894,"Action, Drama, Mecha, Military, Sci-Fi",90,2010
8100,Mardock Scramble: The First Compression,Mardock Scramble: The First Compression,1,R+ - Mild Nudity,7.58,21469,1409,1505,51705,"Action, Sci-Fi, Psychological",70,2010
8101,HenSemi,,2,R+ - Mild Nudity,6.6,9036,5208,2520,22148,"Comedy, Ecchi, Seinen",26,2010
8110,Fukubiki! Triangle: Miharu After,,2,Rx - Hentai,7.26,4457,,3554,10875,Hentai,29,2010
8115,Uchuu Show e Youkoso,Welcome to THE SPACE SHOW,1,G - All Ages,7.46,5584,1789,3064,15032,"Adventure, Space, Fantasy",136,2010
8129,Kuragehime,Princess Jellyfish,11,PG-13 - Teens 13 or older,8.21,68539,304,624,134113,"Slice of Life, Comedy, Josei",22,2010
8132,Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,,1,PG - Children,6.18,391,6824,7546,1432,"Action, Mecha, Historical",13,2010
8133,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,Pretty Cure All Stars DX2: Light of Hope - Protect the Rainbow Jewel!,1,G - All Ages,7.27,1718,2535,5463,3745,"Action, Fantasy, Magic, Shoujo",70,2010
8134,"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!","Keroro Gunso the Super Movie: Creation! Ultimate Keroro, Wonder Space-Time Island!!",1,PG - Children,7.35,781,2235,6860,1993,Comedy,74,2010
8142,Colorful (Movie),Colorful The Motion Picture,1,PG-13 - Teens 13 or older,7.99,40843,563,942,89699,"Slice of Life, Supernatural, Drama",127,2010
8162,Mugen Shinshi: Bouken Katsugeki-hen,Dream Dimension Gentleman,1,PG-13 - Teens 13 or older,5.59,213,8219,9176,610,"Fantasy, Horror, Mystery",49,1987
8171,One Piece Recap,One Piece Recap,1,PG-13 - Teens 13 or older,7.31,5055,2399,3371,12339,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",29,2010
8181,Adachi-ga Hara,,1,PG-13 - Teens 13 or older,6.05,282,7230,8842,731,Sci-Fi,30,1991
8194,Akuma-kun,,42,G - All Ages,6.32,78,6301,9537,497,"Adventure, Fantasy, Horror, Magic, Supernatural",25,1989
8195,Guru Guru Town Hanamaru-kun,,101,G - All Ages,6.47,43,10288,11199,202,Kids,25,1999
8196,Kawasaki Frontale x Tentai Senshi Sunred 2nd Season,,1,PG-13 - Teens 13 or older,6.01,69,7333,10030,378,"Comedy, Parody, Seinen, Sports, Super Power",2,2010
8197,So Ra No Wo To Specials,Sound of the Sky,2,PG-13 - Teens 13 or older,7.6,11192,1362,2696,19669,"Military, Music, Sci-Fi, Slice of Life",24,2010
8206,Hime Chen! Otogi Chikku Idol Lilpri,Spellbound! Magical Princess Lilpri,51,PG - Children,7.16,2106,2963,4267,6981,"Magic, Shoujo",24,2010
8211,Dance in the Vampire Bund Recap,,1,R+ - Mild Nudity,6.62,4821,5105,3484,11350,"Action, Supernatural, Vampire",24,2010
8214,"Tekkamen wo Oe: ""d&#039;Artagnan Monogatari"" yori",,1,G - All Ages,6.26,148,6560,9772,437,"Action, Historical",25,1987
8215,Genji Tsuushin Agedama,,51,R+ - Mild Nudity,6.42,77,5913,9115,635,"Action, Parody, Comedy, Sci-Fi",25,1991
8216,Aa Harimanada,,23,PG-13 - Teens 13 or older,6.18,231,6814,8561,861,"Sports, Martial Arts, Seinen",24,1992
8217,Jewelpet Twinkle☆,,52,PG - Children,7.6,1962,1351,4691,5529,"Fantasy, Magic, School, Shoujo",24,2010
8230,True Tears Epilogue,,1,PG-13 - Teens 13 or older,6.73,4921,4647,3781,9382,"Romance, Music, Drama",3,2010
8234,Muumin,,65,G - All Ages,7.12,1064,3131,6114,2818,"Adventure, Comedy, Fantasy, Slice of Life",25,1969
8235,Muumin (1972),,52,G - All Ages,6.69,417,4806,7950,1181,"Adventure, Comedy, Fantasy, Slice of Life",25,1972
8241,Rio: Rainbow Gate!,Rio - Rainbow Gate!: Reshuffle,13,PG-13 - Teens 13 or older,5.97,9662,7423,2256,26935,"Game, Comedy, Ecchi",23,2011
8244,Keshikasu-kun,,0,G - All Ages,4.62,13,10848,11308,193,"Comedy, Kids",1,2010
8245,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,,1,PG - Children,6.74,977,4590,6354,2544,"Adventure, Comedy, Sports",76,2010
8246,Naruto: Shippuuden Movie 4 - The Lost Tower,,1,PG-13 - Teens 13 or older,7.53,66565,1557,767,112262,"Action, Comedy, Martial Arts, Shounen, Super Power",85,2010
8247,Bleach Movie 4: Jigoku-hen,Bleach the Movie: Hell Verse,1,PG-13 - Teens 13 or older,7.72,69564,1055,738,116256,"Action, Comedy, Super Power, Supernatural, Shounen",94,2010
8248,Soukou Kihei Votoms: Case; Irvine,Armored Trooper Votoms: Case; Irvine,1,R - 17+ (violence & profanity),6.62,910,5136,6881,1975,"Action, Drama, Mecha, Military, Sci-Fi",50,2010
8249,Votoms Finder,Votoms Finder Armored Trooperoid,1,PG-13 - Teens 13 or older,6.32,907,6330,6775,2073,"Action, Drama, Mecha, Military, Sci-Fi",39,2010
8250,Soukou Kihei Votoms: Koei Futatabi,Armored Trooper Votoms: Alone Again,1,PG-13 - Teens 13 or older,7.08,814,3284,6984,1894,"Action, Drama, Mecha, Military, Sci-Fi",49,2011
8258,Damen&#039;s Walker,,12,PG-13 - Teens 13 or older,6.18,17,9948,11402,185,"Comedy, Romance",3,2010
8277,Hyakka Ryouran: Samurai Girls,Samurai Girls,12,R+ - Mild Nudity,6.95,56592,3736,712,120462,"Action, Comedy, Ecchi, Harem, Samurai, School",24,2010
8287,SD Gundam Sangokuden Brave Battle Warriors,,51,PG - Children,6.46,842,5775,6075,2860,"Action, Mecha, Historical",12,2010
8302,Ladies versus Butlers! Specials,,6,R+ - Mild Nudity,6.43,11631,5883,2512,22305,"Ecchi, Seinen",3,2010
8310,Magic Kaito,,12,PG-13 - Teens 13 or older,7.98,15237,581,1843,37648,"Adventure, Comedy, Romance, Shounen",23,2010
8311,Tegamibachi Reverse,Tegami Bachi: Letter Bee Reverse,25,PG-13 - Teens 13 or older,7.86,19196,787,1704,42948,"Adventure, Supernatural, Fantasy, Shounen",20,2010
8312,Piece,,1,G - All Ages,6.19,713,6804,7481,1476,Music,5,2009
8316,Kawasaki Frontale x Tentai Senshi Sunred,,4,PG-13 - Teens 13 or older,5.97,107,7419,9757,439,"Comedy, Parody, Seinen, Sports, Super Power",2,2009
8317,Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,,1,PG-13 - Teens 13 or older,7.57,2207,1439,4095,7734,"Comedy, Parody, School",56,2008
8324,Pelican Road Club Caroucha,,1,PG-13 - Teens 13 or older,6.14,69,6974,10762,254,"Drama, Romance, Shounen",55,1986
8336,Hanakappa,,0,PG - Children,5.61,31,10327,10727,258,"Comedy, Kids",10,2010
8337,Shoka,,1,PG-13 - Teens 13 or older,6.05,1834,7245,5428,3791,"Action, Fantasy, Historical",24,2010
8339,Kachou no Koi,,1,R+ - Mild Nudity,6.36,4356,,3886,8766,"Comedy, Romance, Yaoi",30,2010
8348,Tengen Toppa Gurren Lagann: Parallel Works 2,,7,PG-13 - Teens 13 or older,7.05,7382,3389,2979,15964,"Mecha, Music",5,2010
8353,Ketsuinu,,13,PG-13 - Teens 13 or older,5.53,32,10849,10358,318,Comedy,2,2010
8357,Himitsukessha Taka no Tsume The Movie 3: http://takanotsume.jp wa Eien ni,,1,G - All Ages,5.06,35,10457,11189,203,"Comedy, Parody, Super Power",95,2010
8358,Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,,1,G - All Ages,7.05,1561,3360,6105,2823,"Action, Adventure, Comedy, Seinen",93,1993
8361,Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,,1,G - All Ages,6.9,717,3903,7304,1616,"Slice of Life, Comedy, Ecchi, School, Seinen",110,1999
8362,Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,,1,G - All Ages,7.25,1176,2601,6624,2233,"Action, Adventure, Comedy, Seinen",88,2000
8364,Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,,1,G - All Ages,7.18,743,2882,7288,1630,"Action, Adventure, Comedy, Historical, Fantasy, Seinen",97,2004
8367,Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,,1,G - All Ages,6.77,519,4438,7724,1312,"Slice of Life, Comedy, Ecchi, School, Seinen",93,2008
8369,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,,1,G - All Ages,7.46,818,1763,7213,1694,"Sci-Fi, Adventure, Comedy, Seinen",100,2010
8394,Cyborg 009 (TV),Cyborg 009,26,PG-13 - Teens 13 or older,7.07,1317,3294,5246,4142,"Action, Adventure, Mecha, Sci-Fi, Shounen",24,1968
8407,Sora no Otoshimono: Forte,Heaven&#039;s Lost Property: Forte,12,PG-13 - Teens 13 or older,7.75,113730,1003,408,187755,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",23,2010
8408,Durarara!! Specials,Durarara!! Specials,2,R - 17+ (violence & profanity),8,70197,553,711,120575,"Action, Comedy, Supernatural",23,2010
8409,Marie & Gali ver. 2.0,,30,PG-13 - Teens 13 or older,6.06,111,7207,9151,620,Comedy,5,2010
8410,Metal Fight Beyblade: Baku,Beyblade: Metal Masters,51,PG - Children,6.85,7088,4114,3375,12315,"Adventure, Comedy, Sports",25,2010
8422,Vampire Knight: Gekiai no Portrait,,1,PG-13 - Teens 13 or older,6.99,11822,3621,2210,27866,"Comedy, Vampire, Shoujo",3,2008
8423,Ookiku Furikabutte: Natsu no Scorebook,Big Windup!,2,G - All Ages,7.38,677,2123,6338,2560,"Comedy, Sports",90,2010
8424,MM!,MM!,12,PG-13 - Teens 13 or older,7.29,87074,2465,503,159562,"Harem, Comedy, Ecchi, School",23,2010
8425,Gosick,,24,R - 17+ (violence & profanity),8.19,134619,324,201,307313,"Mystery, Historical, Drama, Romance",20,2011
8426,Hourou Musuko,Wandering Son,11,PG-13 - Teens 13 or older,7.79,24714,898,1141,72283,"Slice of Life, Drama, Romance, School",23,2011
8438,Pokemon Ranger: Hikari no Kiseki,Pokémon Ranger: Guardian Signs,2,PG - Children,6.6,2391,5223,4524,6025,"Adventure, Comedy, Fantasy, Kids",5,2010
8440,Black Lagoon Omake,,7,PG-13 - Teens 13 or older,6.94,21498,3764,1758,40633,Comedy,3,2009
8442,Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,,1,PG-13 - Teens 13 or older,6.15,56,6937,9581,485,"Adventure, Comedy, Fantasy, Mecha, Shounen",42,1998
8443,Mahou no Star Magical Emi: Semishigure,,1,PG - Children,6.02,128,7308,9716,447,"Comedy, Magic, Shoujo",60,1986
8449,Togainu no Chi,Togainu no Chi,12,R - 17+ (violence & profanity),6.4,26412,6013,1306,62163,"Action, Sci-Fi, Shounen Ai",24,2010
8450,Guskou Budori no Denki,The Life of Guskou Budori,1,G - All Ages,6.38,100,6072,8707,795,Drama,85,1994
8456,Queen&#039;s Blade: Utsukushiki Toushitachi,Queen&#039;s Blade: Beautiful Warriors,6,R+ - Mild Nudity,6.69,5369,4814,3197,13979,"Action, Adventure, Ecchi, Fantasy",29,2010
8457,Yozakura Quartet: Hoshi no Umi,,3,PG-13 - Teens 13 or older,7.46,11682,1793,2252,26993,"Action, Magic, Comedy, Super Power, Supernatural, Shounen",28,2010
8460,Mirai Nikki,,1,R - 17+ (violence & profanity),7.47,81640,1737,562,147054,"Action, Shounen, Supernatural",8,2010
8475,Asura,,1,R+ - Mild Nudity,7.18,9892,2881,2595,21182,"Drama, Historical",75,2012
8476,Otome Youkai Zakuro,Zakuro,13,PG-13 - Teens 13 or older,7.56,33699,1470,1078,77148,"Demons, Historical, Military, Romance, Seinen, Supernatural",24,2010
8479,Hetalia World Series,Hetalia World Series,48,PG-13 - Teens 13 or older,7.86,37803,780,1082,76776,"Comedy, Historical, Parody",5,2010
8481,"""Bungaku Shoujo"" Memoire",,3,PG-13 - Teens 13 or older,7.46,10379,1749,2581,21328,"Drama, Romance, School",24,2010
8487,Onigamiden,Legend of the Millennium Dragon,1,PG-13 - Teens 13 or older,6.6,4060,5221,3810,9202,"Action, Demons, Supernatural",98,2011
8490,Digimon Adventure 3D: Digimon Grand Prix!,,1,PG - Children,6,2549,7344,4595,5802,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports",7,2000
8491,Digimon Savers 3D: Digital World Kiki Ippatsu!,,1,PG - Children,6.24,1571,6615,5135,4405,"Action, Adventure, Fantasy, Kids, Supernatural",7,2006
8496,Neko Neko Fantasia,Kitty-Cat Fantasia,1,G - All Ages,6.1,153,7089,9970,393,Comedy,25,1991
8514,Break Blade 2: Ketsubetsu no Michi,Broken Blade 2,1,R - 17+ (violence & profanity),7.82,32079,839,1528,50309,"Action, Fantasy, Mecha, Military, Shounen",51,2010
8516,Baka to Test to Shoukanjuu Ni!,Baka & Test – Summon the Beasts 2,13,PG-13 - Teens 13 or older,7.92,143530,652,298,235386,"Comedy, Super Power, Romance, School",24,2011
8518,Mai-Otome Special: Otome no Inori,,1,PG-13 - Teens 13 or older,6.51,871,5563,6529,2335,"School, Slice of Life",5,2010
8525,Kami nomi zo Shiru Sekai,The World God Only Knows,12,PG-13 - Teens 13 or older,7.88,205649,739,143,365177,"Comedy, Harem, Romance, Shounen, Supernatural",23,2010
8532,Katekyo Hitman Reborn! Special,,1,PG-13 - Teens 13 or older,7.69,11712,1132,2498,22682,"Comedy, Shounen",26,2010
8536,Fortune Arterial: Akai Yakusoku,,12,PG-13 - Teens 13 or older,6.84,46595,4143,996,84712,"Comedy, Romance, School, Supernatural, Vampire",24,2010
8538,Gokujou!! Mecha Mote Iinchou Second Collection,The Best!! Extremely Cool Student Council President Second Collection,51,PG - Children,6.59,323,5247,7314,1615,"Comedy, Romance, School, Shoujo",24,2010
8539,Toilet no Hanako-san,,1,PG-13 - Teens 13 or older,6.08,54,7165,10455,302,Horror,31,1996
8546,"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken","Dr. Slump: ""Hoyoyo!"" Space Adventure",1,PG-13 - Teens 13 or older,6.57,279,5322,8618,832,"Comedy, Sci-Fi, Shounen",90,1982
8547,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,"Dr. Slump and Arale-chan: Hoyoyo! City of Dreams, Mechapolis",1,PG-13 - Teens 13 or older,6.32,208,6300,8890,713,"Comedy, Sci-Fi, Shounen",38,1985
8548,Dr. Slump Movie 08: Arale-chan Hoyoyo!! Tasuketa Same ni Tsurerarete...,Dr. Slump and Arale-chan: Hoyoyo!! Follow the Rescued Shark...,1,PG-13 - Teens 13 or older,6.21,196,6718,9012,670,"Comedy, Sci-Fi, Shounen",25,1994
8550,Dr. Slump Movie 10: Arale no Bikkuriman,Doctor Slump: Arale&#039;s Surprise,1,PG-13 - Teens 13 or older,6.14,187,6952,8965,686,"Comedy, Sci-Fi, Shounen",50,1999
8551,Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,Dr. Slump: Dr. Mashirito and Abale-chan,1,PG-13 - Teens 13 or older,5.99,254,7366,8774,765,"Comedy, Sci-Fi, Shounen",5,2007
8554,Hashire Melos (1981),Run Melos,1,PG-13 - Teens 13 or older,5.79,135,7821,9471,515,"Historical, Drama",67,1981
8557,Shinryaku! Ika Musume,The Squid Girl,12,PG-13 - Teens 13 or older,7.55,56833,1508,715,120108,"Comedy, Shounen, Slice of Life",24,2010
8560,"Kyou, Koi wo Hajimemasu",Today We Start Our Love,2,PG-13 - Teens 13 or older,6.59,12410,5256,2392,24367,"Romance, School, Shoujo",20,2010
8561,Saint Elmo: Hikari no Raihousha,Saint Elmo: Apostle of Light,1,G - All Ages,5.81,37,11928,11095,213,Sci-Fi,65,1987
8563,Chikyuu Monogatari Telepath 2500,Earth Story Telepath 2500,1,PG-13 - Teens 13 or older,5.71,34,9864,10041,377,"Adventure, Drama, Sci-Fi",105,1984
8577,Aki-Sora: Yume no Naka,,2,R+ - Mild Nudity,6.32,28607,,1594,47160,"Ecchi, Romance, Seinen, Yuri",25,2010
8598,Yuki,Yuki: Snow Fairy,1,G - All Ages,6.4,72,6017,9205,600,"Adventure, Demons, Fantasy",89,1981
8609,Detective Conan OVA 10: Kid in Trap Island,,1,PG-13 - Teens 13 or older,7.9,5094,694,3665,10124,"Adventure, Comedy, Mystery, Police, Shounen",24,2010
8619,Ladies versus Butlers! Tokuten Disc Music Clip,,1,R+ - Mild Nudity,5.9,3102,7568,4214,7267,"Ecchi, Music",3,2010
8624,Digimon Xros Wars,Digimon Fusion,30,PG - Children,6.95,12899,3733,2190,28164,"Action, Adventure, Comedy, Fantasy, Shounen",25,2010
8626,Good Morning,,1,G - All Ages,5.77,1251,7860,6839,2018,"Slice of Life, Music",3,2008
8628,Chains & Rings,Chains & Rings,1,G - All Ages,5.61,467,8171,8684,804,"Fantasy, Music",3,2006
8630,Hidan no Aria,Aria the Scarlet Ammo,12,PG-13 - Teens 13 or older,7.07,121550,3303,324,223899,"Action, Comedy, Romance, School",24,2011
8632,Chuuzumou,,1,G - All Ages,6.87,216,4026,7721,1312,Comedy,13,2009
8634,Koisuru Boukun,,2,R+ - Mild Nudity,7.47,23991,,1770,40276,"Comedy, Romance, Yaoi",29,2010
8635,Shin Koihime†Musou: Live Revolution,,1,PG-13 - Teens 13 or older,6.71,1545,4730,5279,4075,"Ecchi, Music",22,2010
8654,I☆Can,,3,Rx - Hentai,5.92,2113,,4756,5352,Hentai,29,2010
8655,Bijukubo,,2,Rx - Hentai,6.47,1441,,5383,3869,Hentai,30,2010
8664,"Slime Boukenki: Umi da, Yeah!",,1,G - All Ages,5.72,142,7954,9038,661,"Action, Adventure, Comedy, Fantasy, Game",15,1999
8675,Seitokai Yakuindomo,,13,R - 17+ (violence & profanity),7.68,137242,1157,234,281505,"Comedy, School, Shounen, Slice of Life",24,2010
8676,Amagami SS,Amagami SS,25,PG-13 - Teens 13 or older,7.51,94352,1600,372,202438,"Slice of Life, Comedy, Romance, School",24,2010
8685,Ryuuichi Manga Gekijou Onbu Obake,,52,G - All Ages,5.92,24,11915,11739,162,Supernatural,25,1972
